,sex,length,diameter,height,whole_wt,shucked_wt,viscera_wt,shell_wt,rings
1335,M,0.575,0.46,0.155,0.892,0.4415,0.17600000000000002,0.22,10
1336,M,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10
1337,M,0.58,0.455,0.135,0.7955,0.405,0.16699999999999998,0.204,10
1338,F,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8
1339,M,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9
1340,M,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10
1341,I,0.585,0.475,0.16,1.0505,0.48,0.23399999999999999,0.285,10
1342,M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.27399999999999997,10
1343,M,0.585,0.47,0.165,1.409,0.8,0.22899999999999998,0.295,10
1344,M,0.585,0.475,0.15,1.065,0.5315,0.19899999999999998,0.2885,10
1345,M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8
1346,I,0.59,0.445,0.135,0.7715,0.32799999999999996,0.1745,0.23,9
1347,M,0.59,0.47,0.18,1.187,0.5985,0.22699999999999998,0.31,9
1348,M,0.59,0.455,0.155,0.8855,0.38799999999999996,0.188,0.275,10
1349,F,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10
1350,F,0.595,0.465,0.155,1.026,0.4645,0.11199999999999999,0.305,12
1351,M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10
1352,M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11
1353,I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
1354,F,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11
1355,F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.26899999999999996,10
1356,M,0.6,0.46,0.155,0.9595,0.4455,0.18899999999999997,0.295,11
1357,I,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11
1358,M,0.605,0.49,0.14,0.9755,0.419,0.20600000000000002,0.315,10
1359,I,0.605,0.435,0.13,0.9025,0.43200000000000005,0.174,0.26,11
1360,F,0.605,0.475,0.175,1.0759999999999998,0.46299999999999997,0.2195,0.335,9
1361,F,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12
1362,M,0.61,0.45,0.15,0.871,0.40700000000000003,0.1835,0.25,10
1363,M,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12
1364,M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
1365,I,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.28600000000000003,9
1366,M,0.61,0.48,0.17,1.137,0.4565,0.29,0.34700000000000003,10
1367,M,0.61,0.46,0.16,1.0,0.494,0.19699999999999998,0.275,10
1368,F,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10
1369,M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10
1370,M,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10
1371,F,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12
1372,M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10
1373,M,0.615,0.48,0.175,1.1179999999999999,0.446,0.3195,0.3,9
1374,F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10
1375,M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10
1376,M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12
1377,F,0.62,0.5,0.15,1.2930000000000001,0.596,0.3135,0.354,10
1378,F,0.62,0.475,0.16,1.1295,0.46299999999999997,0.2685,0.33,10
1379,M,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9
1380,F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11
1381,F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9
1382,F,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12
1383,F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9
1384,I,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11
1385,M,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12
1386,I,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10
1387,M,0.63,0.495,0.16,1.093,0.49700000000000005,0.221,0.315,12
1388,M,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10
1389,F,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9
1390,F,0.635,0.495,0.175,1.2109999999999999,0.7070000000000001,0.2725,0.32299999999999995,9
1391,M,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10
1392,M,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10
1393,M,0.64,0.565,0.23,1.521,0.644,0.37200000000000005,0.406,15
1394,M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10
1395,M,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11
1396,M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10
1397,M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11
1398,F,0.65,0.505,0.165,1.16,0.4785,0.27399999999999997,0.349,11
1399,F,0.65,0.59,0.22,1.662,0.77,0.37799999999999995,0.435,11
1400,M,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11
1401,M,0.65,0.51,0.19,1.5419999999999998,0.7155,0.3735,0.375,9
1402,F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10
1403,F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
1404,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13
1405,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.38299999999999995,10
1406,M,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10
1407,F,0.66,0.495,0.21,1.548,0.7240000000000001,0.3525,0.3925,10
1408,F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10
1409,F,0.665,0.53,0.18,1.4909999999999999,0.6345,0.342,0.435,10
1410,F,0.67,0.53,0.225,1.5615,0.63,0.48700000000000004,0.3725,11
1411,F,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,10
1412,M,0.675,0.545,0.185,1.7375,0.8759999999999999,0.3135,0.469,13
1413,M,0.685,0.545,0.205,1.7925,0.8145,0.41600000000000004,0.461,9
1414,F,0.695,0.565,0.19,1.7635,0.7465,0.39899999999999997,0.4975,11
1415,F,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12
1416,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10
1417,M,0.705,0.555,0.215,2.141,1.0465,0.38299999999999995,0.528,11
1418,F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12
1419,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
1420,F,0.72,0.575,0.17,1.9335,0.9129999999999999,0.389,0.51,13
1421,M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12
1422,F,0.725,0.6,0.2,1.7369999999999999,0.6970000000000001,0.3585,0.595,11
1423,F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11
1424,F,0.735,0.565,0.205,2.1275,0.9490000000000001,0.46,0.565,12
1425,F,0.745,0.57,0.215,2.25,1.1565,0.446,0.5579999999999999,9
1426,F,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14
1427,F,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14
1428,I,0.14,0.105,0.035,0.013999999999999999,0.0055,0.0025,0.004,3
1429,I,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036000000000000004,4
1430,I,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,7
1431,I,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5
1432,I,0.37,0.27,0.095,0.23199999999999998,0.1325,0.040999999999999995,0.0615,6
1433,I,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7
1434,I,0.385,0.3,0.09,0.247,0.1225,0.044000000000000004,0.0675,5
1435,I,0.395,0.295,0.09,0.3025,0.14300000000000002,0.0665,0.0765,5
1436,I,0.4,0.29,0.11,0.32899999999999996,0.188,0.0455,0.0825,6
1437,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7
1438,I,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8
1439,I,0.405,0.29,0.09,0.2825,0.11199999999999999,0.075,0.0815,7
1440,I,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6
1441,I,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,5
1442,M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.10300000000000001,9
1443,I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.08800000000000001,6
1444,I,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6
1445,I,0.44,0.34,0.105,0.369,0.16399999999999998,0.08,0.1015,5
1446,M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8
1447,I,0.44,0.365,0.11,0.4465,0.213,0.08900000000000001,0.1135,9
1448,M,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6
1449,I,0.455,0.335,0.135,0.501,0.27399999999999997,0.0995,0.1065,7
1450,I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8
1451,I,0.47,0.345,0.14,0.4615,0.22899999999999998,0.1105,0.11599999999999999,9
1452,I,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6
1453,I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6
1454,M,0.475,0.37,0.125,0.649,0.34700000000000003,0.136,0.142,8
1455,I,0.475,0.365,0.115,0.45899999999999996,0.2175,0.09300000000000001,0.1165,7
1456,F,0.475,0.365,0.115,0.5660000000000001,0.281,0.11699999999999999,0.1335,7
1457,I,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7
1458,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6
1459,M,0.485,0.39,0.085,0.6435,0.2945,0.10300000000000001,0.198,8
1460,M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6
1461,F,0.495,0.38,0.12,0.573,0.2655,0.1285,0.14400000000000002,7
1462,M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9
1463,F,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9
1464,I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8
1465,M,0.515,0.425,0.145,0.9365,0.49700000000000005,0.18100000000000002,0.2185,8
1466,I,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7
1467,M,0.52,0.4,0.125,0.5589999999999999,0.254,0.139,0.149,8
1468,M,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8
1469,I,0.53,0.43,0.13,0.7045,0.34600000000000003,0.1415,0.18899999999999997,9
1470,M,0.53,0.4,0.125,0.7575,0.39799999999999996,0.151,0.175,8
1471,F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9
1472,F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8
1473,M,0.55,0.425,0.16,0.7929999999999999,0.34299999999999997,0.2035,0.215,9
1474,F,0.56,0.43,0.15,0.8745,0.45299999999999996,0.161,0.22,8
1475,F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9
1476,M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8
1477,M,0.575,0.465,0.15,1.08,0.595,0.2065,0.23800000000000002,9
1478,M,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8
1479,F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9
1480,F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9
1481,M,0.585,0.455,0.15,0.9059999999999999,0.4095,0.23,0.2335,8
1482,M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8
1483,F,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9
1484,F,0.59,0.46,0.145,0.9905,0.45299999999999996,0.2205,0.275,8
1485,F,0.595,0.455,0.16,1.04,0.452,0.2655,0.28800000000000003,9
1486,M,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8
1487,M,0.6,0.465,0.2,1.2590000000000001,0.6405,0.1985,0.35700000000000004,9
1488,F,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11
1489,F,0.605,0.485,0.16,1.2009999999999998,0.41700000000000004,0.2875,0.38,9
1490,F,0.605,0.515,0.17,1.2890000000000001,0.6,0.2945,0.3315,9
1491,F,0.61,0.485,0.17,1.1005,0.5125,0.22899999999999998,0.305,11
1492,I,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,8
1493,M,0.62,0.485,0.155,1.0490000000000002,0.462,0.231,0.25,10
1494,F,0.62,0.435,0.155,1.012,0.47700000000000004,0.23600000000000002,0.275,8
1495,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9
1496,M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10
1497,M,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11
1498,M,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9
1499,F,0.63,0.5,0.175,1.1105,0.467,0.268,0.32899999999999996,10
1500,M,0.63,0.455,0.15,1.1315,0.48100000000000004,0.2745,0.305,9
1501,M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11
1502,F,0.63,0.49,0.225,1.3359999999999999,0.6805,0.259,0.3245,10
1503,F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10
1504,M,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8
1505,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9
1506,F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10
1507,M,0.645,0.51,0.155,1.5390000000000001,0.6405,0.3585,0.43,11
1508,F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11
1509,F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10
1510,M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10
1511,F,0.65,0.5,0.16,1.3825,0.7020000000000001,0.304,0.3195,9
1512,M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8
1513,F,0.655,0.54,0.215,1.5555,0.695,0.29600000000000004,0.444,11
1514,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11
1515,M,0.66,0.505,0.165,1.374,0.589,0.35100000000000003,0.345,10
1516,F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10
1517,M,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11
1518,M,0.67,0.51,0.175,1.5265,0.6509999999999999,0.4475,0.345,10
1519,M,0.67,0.5,0.19,1.5190000000000001,0.616,0.38799999999999996,0.415,10
1520,F,0.68,0.5,0.185,1.7409999999999999,0.7665,0.3255,0.4685,12
1521,M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11
1522,M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12
1523,F,0.7,0.55,0.17,1.6840000000000002,0.7535,0.3265,0.32,11
1524,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
1525,M,0.705,0.56,0.165,1.675,0.797,0.4095,0.38799999999999996,10
1526,M,0.72,0.565,0.2,2.1055,1.0170000000000001,0.363,0.494,12
1527,M,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13
1528,M,0.74,0.57,0.18,1.8725,0.9115,0.42700000000000005,0.446,10
1529,M,0.75,0.55,0.18,1.893,0.9420000000000001,0.397,0.445,11
1530,I,0.21,0.17,0.045,0.0475,0.019,0.011000000000000001,0.013000000000000001,5
1531,I,0.285,0.21,0.055,0.10099999999999999,0.0415,0.017,0.0335,5
1532,I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6
1533,I,0.3,0.23,0.085,0.11699999999999999,0.05,0.0175,0.0415,6
1534,I,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6
1535,I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5
1536,I,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,5
1537,I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054000000000000006,6
1538,I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.057999999999999996,7
1539,I,0.36,0.27,0.095,0.2,0.073,0.055999999999999994,0.061,8
1540,I,0.36,0.275,0.075,0.2205,0.0985,0.044000000000000004,0.066,7
1541,I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7
1542,I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7
1543,I,0.37,0.27,0.095,0.2175,0.09699999999999999,0.046,0.065,6
1544,I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7
1545,I,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,7
1546,I,0.38,0.29,0.1,0.237,0.10800000000000001,0.0395,0.08199999999999999,6
1547,I,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8
1548,I,0.385,0.28,0.095,0.257,0.11900000000000001,0.059000000000000004,0.07,7
1549,I,0.385,0.3,0.09,0.308,0.1525,0.055999999999999994,0.0835,8
1550,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7
1551,I,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,7
1552,I,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7
1553,I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,8
1554,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8
1555,I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7
1556,I,0.425,0.325,0.11,0.317,0.135,0.048,0.09,8
1557,I,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7
1558,I,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7
1559,I,0.435,0.325,0.11,0.36700000000000005,0.1595,0.08,0.105,6
1560,I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,8
1561,I,0.45,0.335,0.11,0.4195,0.18100000000000002,0.085,0.1345,7
1562,I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10
1563,I,0.46,0.35,0.11,0.4,0.17600000000000002,0.083,0.1205,7
1564,I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7
1565,I,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9
1566,I,0.465,0.345,0.11,0.39299999999999996,0.1825,0.0735,0.12,8
1567,I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8
1568,I,0.475,0.36,0.145,0.6325,0.2825,0.13699999999999998,0.19,8
1569,M,0.475,0.36,0.1,0.4285,0.1965,0.099,0.11199999999999999,7
1570,I,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8
1571,I,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9
1572,I,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8
1573,M,0.48,0.355,0.16,0.46399999999999997,0.221,0.106,0.239,8
1574,I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7
1575,I,0.49,0.375,0.115,0.4615,0.204,0.0945,0.14300000000000002,8
1576,I,0.49,0.4,0.135,0.624,0.3035,0.1285,0.16899999999999998,8
1577,I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8
1578,I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8
1579,I,0.5,0.4,0.12,0.616,0.261,0.14300000000000002,0.1935,8
1580,I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.17300000000000001,8
1581,I,0.5,0.375,0.14,0.5589999999999999,0.2375,0.135,0.16899999999999998,9
1582,I,0.51,0.395,0.13,0.6025,0.281,0.14300000000000002,0.162,7
1583,F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6
1584,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
1585,I,0.515,0.35,0.105,0.4745,0.213,0.12300000000000001,0.1275,10
1586,I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8
1587,I,0.515,0.39,0.125,0.5705,0.23800000000000002,0.1265,0.185,8
1588,I,0.52,0.41,0.145,0.6459999999999999,0.2965,0.1595,0.165,9
1589,I,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,7
1590,M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8
1591,I,0.525,0.39,0.12,0.664,0.3115,0.147,0.17800000000000002,9
1592,I,0.525,0.38,0.135,0.615,0.261,0.159,0.175,8
1593,I,0.525,0.4,0.14,0.654,0.305,0.16,0.16899999999999998,7
1594,M,0.525,0.4,0.155,0.7070000000000001,0.282,0.1605,0.225,9
1595,I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7
1596,I,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10
1597,I,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,9
1598,I,0.53,0.42,0.13,0.8365,0.3745,0.16699999999999998,0.249,11
1599,I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,7
1600,I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9
1601,I,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,9
1602,I,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9
1603,M,0.54,0.455,0.14,0.972,0.419,0.255,0.26899999999999996,10
1604,I,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9
1605,I,0.54,0.425,0.13,0.7205,0.2955,0.16899999999999998,0.225,10
1606,I,0.54,0.425,0.135,0.6859999999999999,0.3475,0.1545,0.213,8
1607,I,0.545,0.4,0.13,0.6859999999999999,0.3285,0.1455,0.18,9
1608,I,0.545,0.375,0.12,0.5429999999999999,0.2375,0.1155,0.1725,8
1609,I,0.545,0.42,0.125,0.7170000000000001,0.358,0.11199999999999999,0.22,8
1610,M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10
1611,I,0.55,0.425,0.15,0.639,0.26899999999999996,0.1345,0.217,9
1612,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12
1613,I,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,8
1614,I,0.55,0.425,0.15,0.7665,0.33899999999999997,0.17600000000000002,0.21,8
1615,I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9
1616,I,0.555,0.435,0.14,0.765,0.3945,0.15,0.20600000000000002,8
1617,I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11
1618,I,0.56,0.445,0.15,0.8225,0.3685,0.187,0.23600000000000002,10
1619,I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8
1620,M,0.56,0.425,0.135,0.8490000000000001,0.3265,0.221,0.2645,10
1621,I,0.565,0.42,0.155,0.743,0.31,0.18600000000000003,0.231,9
1622,F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,9
1623,M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9
1624,M,0.565,0.43,0.15,0.831,0.4245,0.1735,0.21899999999999997,10
1625,F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8
1626,M,0.57,0.45,0.14,0.795,0.3385,0.14800000000000002,0.245,9
1627,I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9
1628,I,0.57,0.43,0.145,0.833,0.354,0.14400000000000002,0.2815,10
1629,I,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,9
1630,I,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,12
1631,M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8
1632,I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10
1633,F,0.575,0.47,0.155,1.1159999999999999,0.509,0.23800000000000002,0.34,10
1634,I,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9
1635,M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10
1636,F,0.575,0.465,0.195,0.9965,0.41700000000000004,0.247,0.47,8
1637,I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9
1638,I,0.575,0.45,0.135,0.807,0.3615,0.17600000000000002,0.254,10
1639,F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8
1640,M,0.575,0.445,0.16,0.8390000000000001,0.4005,0.198,0.239,9
1641,M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13
1642,F,0.58,0.435,0.15,0.8340000000000001,0.428,0.1515,0.23,8
1643,M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10
1644,M,0.58,0.43,0.13,0.7979999999999999,0.365,0.17300000000000001,0.2285,10
1645,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9
1646,F,0.585,0.445,0.14,0.9129999999999999,0.4305,0.2205,0.253,10
1647,M,0.59,0.49,0.165,1.207,0.5589999999999999,0.235,0.309,10
1648,I,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10
1649,I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,11
1650,F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8
1651,M,0.595,0.45,0.14,0.838,0.3965,0.19399999999999998,0.217,10
1652,M,0.595,0.45,0.145,0.9590000000000001,0.46299999999999997,0.2065,0.2535,10
1653,I,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8
1654,F,0.6,0.46,0.155,0.9735,0.42700000000000005,0.2045,0.3,8
1655,F,0.6,0.475,0.15,1.13,0.575,0.196,0.305,9
1656,M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9
1657,I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8
1658,F,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10
1659,M,0.6,0.47,0.165,1.0590000000000002,0.504,0.24100000000000002,0.275,9
1660,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10
1661,F,0.605,0.455,0.145,0.9775,0.46799999999999997,0.1775,0.275,9
1662,M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8
1663,I,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9
1664,F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8
1665,F,0.605,0.47,0.155,0.9740000000000001,0.39299999999999996,0.22399999999999998,0.3345,9
1666,F,0.605,0.505,0.18,1.4340000000000002,0.7285,0.264,0.431,11
1667,M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
1668,F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10
1669,F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12
1670,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9
1671,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10
1672,I,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9
1673,M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9
1674,F,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7
1675,M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10
1676,M,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9
1677,I,0.62,0.485,0.18,1.1540000000000001,0.4935,0.256,0.315,12
1678,F,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12
1679,M,0.62,0.515,0.175,1.2209999999999999,0.535,0.24100000000000002,0.395,13
1680,F,0.62,0.54,0.165,1.139,0.4995,0.2435,0.35700000000000004,11
1681,I,0.62,0.49,0.16,1.0659999999999998,0.446,0.24600000000000002,0.305,11
1682,F,0.62,0.48,0.18,1.2215,0.5820000000000001,0.2695,0.313,12
1683,I,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,9
1684,I,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10
1685,M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12
1686,F,0.62,0.48,0.175,1.0405,0.46399999999999997,0.2225,0.3,9
1687,M,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,11
1688,M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10
1689,M,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9
